time,Cr_at_center,Cr_at_surface,defect_max
4400,0.19672375086551,0.17,6.01096e-07
4410,0.19671158173441,0.17,6.024619e-07
4420,0.19669941891527,0.17,6.038278e-07
4430,0.19668726246958,0.17,6.051937e-07
4440,0.19667511245803,0.17,6.065596e-07
4450,0.19666296894058,0.17,6.079255e-07
4460,0.19665083197643,0.17,6.092914e-07
4470,0.19663870162401,0.17,6.106573e-07
4480,0.19662657794105,0.17,6.120232e-07
4490,0.19661446098452,0.17,6.133891e-07
4500,0.19660235081068,0.17,6.14755e-07
4510,0.19659024747507,0.17,6.161209e-07
4520,0.19657815103253,0.17,6.174868e-07
4530,0.19656606153718,0.17,6.188527e-07
4540,0.19655397904246,0.17,6.202186e-07
4550,0.1965419036011,0.17,6.215845e-07
4560,0.19652983526517,0.17,6.229504e-07
4570,0.19651777408606,0.17,6.243163e-07
4580,0.19650572011447,0.17,6.256822e-07
4590,0.19649367340046,0.17,6.270481e-07
4600,0.19648163399342,0.17,6.28414e-07
4610,0.19646960194211,0.17,6.297799e-07
4620,0.19645757729462,0.17,6.311458e-07
4630,0.19644556009841,0.17,6.325117e-07
4640,0.19643355040033,0.17,6.338776e-07
4650,0.19642154824657,0.17,6.352435e-07
4660,0.19640955368273,0.17,6.366094e-07
4670,0.19639756675378,0.17,6.379753e-07
4680,0.1963855875041,0.17,6.393412e-07
4690,0.19637361597744,0.17,6.407071e-07
4700,0.19636165221699,0.17,6.42073e-07
4710,0.19634969626532,0.17,6.434389e-07
4720,0.19633774816444,0.17,6.448048e-07
4730,0.19632580795576,0.17,6.461707e-07
4740,0.19631387568013,0.17,6.475366e-07
4750,0.19630195137784,0.17,6.489025e-07
4760,0.1962900350886,0.17,6.502684e-07
4770,0.19627812685159,0.17,6.516343e-07
4780,0.19626622670541,0.17,6.530002e-07
4790,0.19625433468814,0.17,6.543661e-07
4800,0.1962424508373,0.17,6.55732e-07
4810,0.1962305751899,0.17,6.570979e-07
4820,0.19621870778239,0.17,6.584638e-07
4830,0.19620684865072,0.17,6.598297e-07
4840,0.19619499783031,0.17,6.611956e-07
4850,0.19618315535607,0.17,6.625615e-07
4860,0.19617132126241,0.17,6.639274e-07
4870,0.19615949558322,0.17,6.652933e-07
4880,0.1961476783519,0.17,6.666592e-07
4890,0.19613586960135,0.17,6.680251e-07
4900,0.19612406936399,0.17,6.69391e-07
4910,0.19611227767175,0.17,6.707569e-07
4920,0.19610049455608,0.17,6.721228e-07
4930,0.19608872004796,0.17,6.734887e-07
4940,0.19607695417789,0.17,6.748546e-07
4950,0.19606519697591,0.17,6.762205e-07
4960,0.19605344847162,0.17,6.775864e-07
4970,0.19604170869412,0.17,6.789523e-07
4980,0.19602997767208,0.17,6.803182e-07
4990,0.19601825543375,0.17,6.816841e-07
5000,0.19600654200688,0.17,6.8305e-07
5010,0.19599483741884,0.17,6.844159e-07
5020,0.19598314169651,0.17,6.857818e-07
5030,0.19597145486639,0.17,6.871477e-07
5040,0.19595977695452,0.17,6.885136e-07
5050,0.19594810798653,0.17,6.898795e-07
5060,0.19593644798763,0.17,6.912454e-07
5070,0.19592479698262,0.17,6.926113e-07
5080,0.1959131549959,0.17,6.939772e-07
5090,0.19590152205144,0.17,6.953431e-07
5100,0.19588989817283,0.17,6.96709e-07
5110,0.19587828338325,0.17,6.980749e-07
5120,0.19586667770549,0.17,6.994408e-07
5130,0.19585508116196,0.17,7.008067e-07
5140,0.19584349377466,0.17,7.021726e-07
5150,0.19583191556525,0.17,7.035385e-07
5160,0.19582034655496,0.17,7.049044e-07
5170,0.19580878676469,0.17,7.062703e-07
5180,0.19579723621493,0.17,7.076362e-07
5190,0.19578569492585,0.17,7.090021e-07
5200,0.19577416291721,0.17,7.10368e-07
5210,0.19576264020844,0.17,7.117339e-07
5220,0.19575112681861,0.17,7.130998e-07
5230,0.19573962276641,0.17,7.144657e-07
5240,0.19572812807023,0.17,7.158316e-07
5250,0.19571664274806,0.17,7.171975e-07
5260,0.19570516681759,0.17,7.185634e-07
5270,0.19569370029616,0.17,7.199293e-07
5280,0.19568224320075,0.17,7.212952e-07
5290,0.19567079554805,0.17,7.226611e-07
5300,0.19565935735439,0.17,7.24027e-07
5310,0.19564792863577,0.17,7.253929e-07
5320,0.1956365094079,0.17,7.267588e-07
5330,0.19562509968615,0.17,7.281247e-07
5340,0.19561369948556,0.17,7.294906e-07
5350,0.19560230882089,0.17,7.308565e-07
5360,0.19559092770656,0.17,7.322224e-07
5370,0.1955795561567,0.17,7.335883e-07
5380,0.19556819418514,0.17,7.349542e-07
5390,0.19555684180539,0.17,7.363201e-07
5400,0.19554549903069,0.17,7.37686e-07
5410,0.19553416587396,0.17,7.390519e-07
5420,0.19552284234784,0.17,7.404178e-07
5430,0.19551152846469,0.17,7.417837e-07
5440,0.19550022423656,0.17,7.431496e-07
5450,0.19548892967523,0.17,7.445155e-07
5460,0.19547764479221,0.17,7.458814e-07
5470,0.19546636959873,0.17,7.472473e-07
5480,0.19545510410573,0.17,7.486132e-07
5490,0.19544384832388,0.17,7.499791e-07
5500,0.19543260226361,0.17,7.51345e-07
5510,0.19542136593504,0.17,7.527109e-07
5520,0.19541013934807,0.17,7.540768e-07
5530,0.1953989225123,0.17,7.554427e-07
5540,0.1953877154371,0.17,7.568086e-07
5550,0.19537651813158,0.17,7.581745e-07
5560,0.19536533060457,0.17,7.595404e-07
5570,0.19535415286469,0.17,7.609063e-07
5580,0.19534298492029,0.17,7.622722e-07
5590,0.19533182677946,0.17,7.636381e-07
5600,0.19532067845009,0.17,7.65004e-07
5610,0.19530953993978,0.17,7.663699e-07
5620,0.19529841125593,0.17,7.677358e-07
5630,0.19528729240568,0.17,7.691017e-07
5640,0.19527618339595,0.17,7.704676e-07
5650,0.19526508423343,0.17,7.718335e-07
5660,0.19525399492457,0.17,7.731994e-07
5670,0.1952429154756,0.17,7.745653e-07
5680,0.19523184589253,0.17,7.759312e-07
5690,0.19522078618114,0.17,7.772971e-07
5700,0.19520973634701,0.17,7.78663e-07
5710,0.19519869639547,0.17,7.800289e-07
5720,0.19518766633166,0.17,7.813948e-07
5730,0.19517664616051,0.17,7.827607e-07
5740,0.19516563588672,0.17,7.841266e-07
5750,0.19515463551478,0.17,7.854925e-07
5760,0.19514364504901,0.17,7.868584e-07
5770,0.19513266449349,0.17,7.882243e-07
5780,0.1951216938521,0.17,7.895902e-07
5790,0.19511073312855,0.17,7.909561e-07
5800,0.19509978232631,0.17,7.92322e-07
5810,0.19508884144869,0.17,7.936879e-07
5820,0.19507791049879,0.17,7.950538e-07
5830,0.19506698947951,0.17,7.964197e-07
5840,0.19505607839357,0.17,7.977856e-07
5850,0.19504517724352,0.17,7.991515e-07
5860,0.19503428603169,0.17,8.005174e-07
5870,0.19502340476025,0.17,8.018833e-07
5880,0.19501253343117,0.17,8.032492e-07
5890,0.19500167204626,0.17,8.046151e-07
5900,0.19499082060714,0.17,8.05981e-07
5910,0.19497997911526,0.17,8.073469e-07
5920,0.19496914757187,0.17,8.087128e-07
5930,0.19495832597809,0.17,8.100787e-07
5940,0.19494751433484,0.17,8.114446e-07
5950,0.19493671264287,0.17,8.128105e-07
5960,0.19492592090278,0.17,8.141764e-07
5970,0.19491513911498,0.17,8.155423e-07
5980,0.19490436727975,0.17,8.169082e-07
5990,0.19489360539718,0.17,8.182741e-07
6000,0.1948828534672,0.17,8.1964e-07
6010,0.1948721114896,0.17,8.210059e-07
6020,0.194861379464,0.17,8.223718e-07
6030,0.19485065738986,0.17,8.237377e-07
